title,company_era,developer,series,genre,subgenre,dimension,platform,platform_family,platform_type,release_year,region,sales,gross_revenue,critic_score,user_score,exclusivity_status,nintendo_relationship_era,japan_only
0 day Attack on Earth,Square Enix,Gulti,Standalone,Shooter,,Unknown,XBL,Other,Other,2009.0,JP,,,42.0,,Exclusive,N/A,False
0 day Attack on Earth,Square Enix,Gulti,Standalone,Shooter,,Unknown,XBL,Other,Other,2009.0,NA,,,42.0,,Exclusive,N/A,False
0 day Attack on Earth,Square Enix,Gulti,Standalone,Shooter,,Unknown,XBL,Other,Other,2009.0,Other,,,42.0,,Exclusive,N/A,False
0 day Attack on Earth,Square Enix,Gulti,Standalone,Shooter,,Unknown,XBL,Other,Other,2009.0,PAL,,,42.0,,Exclusive,N/A,False
,Square Enix,Tokyo RPG Factory,Standalone,,,,Dragon Quest Monsters: Joker 3,,,,,,,75.0,,Multiplatform,,False
I am Setsuna,Square Enix,Tokyo RPG Factory,Standalone,Role-Playing,,Unknown,PC,PC,PC,2016.0,JP,,,75.0,,Multiplatform,N/A,True
I am Setsuna,Square Enix,Tokyo RPG Factory,Standalone,Role-Playing,,Unknown,PC,PC,PC,2016.0,NA,,,75.0,,Multiplatform,N/A,True
I am Setsuna,Square Enix,Tokyo RPG Factory,Standalone,Role-Playing,,Unknown,PC,PC,PC,2016.0,Other,,,75.0,,Multiplatform,N/A,True
I am Setsuna,Square Enix,Tokyo RPG Factory,Standalone,Role-Playing,,Unknown,PC,PC,PC,2016.0,PAL,,,75.0,,Multiplatform,N/A,True
,Square Enix,Tokyo RPG Factory,Standalone,,,,PS Vita,,,,,,,75.0,,Multiplatform,,False
I am Setsuna,Square Enix,Tokyo RPG Factory,Standalone,Role-Playing,,Unknown,PS4,PlayStation,Home Console,2016.0,JP,0.07,,75.0,,Multiplatform,N/A,True
I am Setsuna,Square Enix,Tokyo RPG Factory,Standalone,Role-Playing,,Unknown,PS4,PlayStation,Home Console,2016.0,NA,,,75.0,,Multiplatform,N/A,True
I am Setsuna,Square Enix,Tokyo RPG Factory,Standalone,Role-Playing,,Unknown,PS4,PlayStation,Home Console,2016.0,Other,,,75.0,,Multiplatform,N/A,True
I am Setsuna,Square Enix,Tokyo RPG Factory,Standalone,Role-Playing,,Unknown,PS4,PlayStation,Home Console,2016.0,PAL,,,75.0,,Multiplatform,N/A,True
I am Setsuna,Square Enix,Tokyo RPG Factory,Standalone,Role-Playing,,Unknown,PSV,Other,Other,2016.0,JP,0.07,,75.0,,Multiplatform,N/A,True
I am Setsuna,Square Enix,Tokyo RPG Factory,Standalone,Role-Playing,,Unknown,PSV,Other,Other,2016.0,NA,,,75.0,,Multiplatform,N/A,True
I am Setsuna,Square Enix,Tokyo RPG Factory,Standalone,Role-Playing,,Unknown,PSV,Other,Other,2016.0,Other,,,75.0,,Multiplatform,N/A,True
I am Setsuna,Square Enix,Tokyo RPG Factory,Standalone,Role-Playing,,Unknown,PSV,Other,Other,2016.0,PAL,,,75.0,,Multiplatform,N/A,True
I am Setsuna,Square Enix,Tokyo RPG Factory,Standalone,Role-Playing,,Unknown,Switch,Nintendo,Home Console,2017.0,JP,0.05,,70.0,,Multiplatform,Post-Merger,True
I am Setsuna,Square Enix,Tokyo RPG Factory,Standalone,Role-Playing,,Unknown,Switch,Nintendo,Home Console,2017.0,NA,,,70.0,,Multiplatform,Post-Merger,True
I am Setsuna,Square Enix,Tokyo RPG Factory,Standalone,Role-Playing,,Unknown,Switch,Nintendo,Home Console,2017.0,Other,,,70.0,,Multiplatform,Post-Merger,True
I am Setsuna,Square Enix,Tokyo RPG Factory,Standalone,Role-Playing,,Unknown,Switch,Nintendo,Home Console,2017.0,PAL,,,70.0,,Multiplatform,Post-Merger,True
X-treme Quads,Square Enix,Phoenix Games,Standalone,Racing,,Unknown,PS2,PlayStation,Home Console,2005.0,JP,,,,,Exclusive,N/A,False
X-treme Quads,Square Enix,Phoenix Games,Standalone,Racing,,Unknown,PS2,PlayStation,Home Console,2005.0,NA,,,,,Exclusive,N/A,False
X-treme Quads,Square Enix,Phoenix Games,Standalone,Racing,,Unknown,PS2,PlayStation,Home Console,2005.0,Other,,,,,Exclusive,N/A,False
X-treme Quads,Square Enix,Phoenix Games,Standalone,Racing,,Unknown,PS2,PlayStation,Home Console,2005.0,PAL,,,,,Exclusive,N/A,False
,Squaresoft,Square,Standalone,,,,NES,,,,,,,,,Multiplatform,,False
The 3rd Birthday,Square Enix,HexaDrive,Standalone,Role-Playing,,Unknown,PSN,Other,Other,2011.0,JP,,,70.0,,Multiplatform,N/A,False
The 3rd Birthday,Square Enix,HexaDrive,Standalone,Role-Playing,,Unknown,PSN,Other,Other,2011.0,NA,,,70.0,,Multiplatform,N/A,False
The 3rd Birthday,Square Enix,HexaDrive,Standalone,Role-Playing,,Unknown,PSN,Other,Other,2011.0,Other,,,70.0,,Multiplatform,N/A,False
The 3rd Birthday,Square Enix,HexaDrive,Standalone,Role-Playing,,Unknown,PSN,Other,Other,2011.0,PAL,,,70.0,,Multiplatform,N/A,False
The 3rd Birthday,Square Enix,HexaDrive,Standalone,Role-Playing,,Unknown,PSP,PlayStation,Handheld,2011.0,JP,0.27,,70.0,,Multiplatform,N/A,False
The 3rd Birthday,Square Enix,HexaDrive,Standalone,Role-Playing,,Unknown,PSP,PlayStation,Handheld,2011.0,NA,0.13,,70.0,,Multiplatform,N/A,False
The 3rd Birthday,Square Enix,HexaDrive,Standalone,Role-Playing,,Unknown,PSP,PlayStation,Handheld,2011.0,Other,0.05,,70.0,,Multiplatform,N/A,False
The 3rd Birthday,Square Enix,HexaDrive,Standalone,Role-Playing,,Unknown,PSP,PlayStation,Handheld,2011.0,PAL,0.07,,70.0,,Multiplatform,N/A,False
5 Star Racing,Enix,Kung Fu,Standalone,Racing,,Unknown,PS1,PlayStation,Home Console,2003.0,JP,,,,,Exclusive,N/A,False
5 Star Racing,Enix,Kung Fu,Standalone,Racing,,Unknown,PS1,PlayStation,Home Console,2003.0,NA,,,,,Exclusive,N/A,False
5 Star Racing,Enix,Kung Fu,Standalone,Racing,,Unknown,PS1,PlayStation,Home Console,2003.0,Other,,,,,Exclusive,N/A,False
5 Star Racing,Enix,Kung Fu,Standalone,Racing,,Unknown,PS1,PlayStation,Home Console,2003.0,PAL,,,,,Exclusive,N/A,False
The 7th Saga,Enix,Produce!,SaGa,Role-Playing,Turn-Based RPG,Unknown,SNES,Nintendo,Home Console,1993.0,JP,,,,,Exclusive,Pre-Split,False
The 7th Saga,Enix,Produce!,SaGa,Role-Playing,Turn-Based RPG,Unknown,SNES,Nintendo,Home Console,1993.0,NA,,,,,Exclusive,Pre-Split,False
The 7th Saga,Enix,Produce!,SaGa,Role-Playing,Turn-Based RPG,Unknown,SNES,Nintendo,Home Console,1993.0,Other,,,,,Exclusive,Pre-Split,False
The 7th Saga,Enix,Produce!,SaGa,Role-Playing,Turn-Based RPG,Unknown,SNES,Nintendo,Home Console,1993.0,PAL,,,,,Exclusive,Pre-Split,False
A King's Tale: Final Fantasy XV,Square Enix,Empty Clip Studios,Final Fantasy,Action,Turn-Based RPG,Unknown,PS4,PlayStation,Home Console,2017.0,JP,,,70.0,,Timed Exclusive,N/A,False
A King's Tale: Final Fantasy XV,Square Enix,Empty Clip Studios,Final Fantasy,Action,Turn-Based RPG,Unknown,PS4,PlayStation,Home Console,2017.0,NA,,,70.0,,Timed Exclusive,N/A,False
A King's Tale: Final Fantasy XV,Square Enix,Empty Clip Studios,Final Fantasy,Action,Turn-Based RPG,Unknown,PS4,PlayStation,Home Console,2017.0,Other,,,70.0,,Timed Exclusive,N/A,False
A King's Tale: Final Fantasy XV,Square Enix,Empty Clip Studios,Final Fantasy,Action,Turn-Based RPG,Unknown,PS4,PlayStation,Home Console,2017.0,PAL,,,70.0,,Timed Exclusive,N/A,False
,Square Enix,Empty Clip Studios,Standalone,,,,World of Final Fantasy,,,,,,,64.0,,Timed Exclusive,,False
A King's Tale: Final Fantasy XV,Square Enix,Empty Clip Studios,Final Fantasy,Action,Turn-Based RPG,Unknown,Xbox One,Microsoft,Home Console,2016.0,JP,,,64.0,,Timed Exclusive,N/A,False
A King's Tale: Final Fantasy XV,Square Enix,Empty Clip Studios,Final Fantasy,Action,Turn-Based RPG,Unknown,Xbox One,Microsoft,Home Console,2016.0,NA,,,64.0,,Timed Exclusive,N/A,False
A King's Tale: Final Fantasy XV,Square Enix,Empty Clip Studios,Final Fantasy,Action,Turn-Based RPG,Unknown,Xbox One,Microsoft,Home Console,2016.0,Other,,,64.0,,Timed Exclusive,N/A,False
A King's Tale: Final Fantasy XV,Square Enix,Empty Clip Studios,Final Fantasy,Action,Turn-Based RPG,Unknown,Xbox One,Microsoft,Home Console,2016.0,PAL,,,64.0,,Timed Exclusive,N/A,False
,Enix,"December 16, 1990",Standalone,,,,Dragon Quest IV,,,,,,,74.0,,Timed Exclusive,,False
ActRaiser,Enix,Quintet,Standalone,Action,,Unknown,SNES,Nintendo,Home Console,1991.0,JP,,,74.0,,Timed Exclusive,Pre-Split,False
ActRaiser,Enix,Quintet,Standalone,Action,,Unknown,SNES,Nintendo,Home Console,1991.0,NA,,,74.0,,Timed Exclusive,Pre-Split,False
ActRaiser,Enix,Quintet,Standalone,Action,,Unknown,SNES,Nintendo,Home Console,1991.0,Other,,,74.0,,Timed Exclusive,Pre-Split,False
ActRaiser,Enix,Quintet,Standalone,Action,,Unknown,SNES,Nintendo,Home Console,1991.0,PAL,,,74.0,,Timed Exclusive,Pre-Split,False
ActRaiser,Square Enix,Quintet,Standalone,Action,,Unknown,VC,Other,Other,2007.0,JP,,,74.0,,Timed Exclusive,N/A,False
ActRaiser,Square Enix,Quintet,Standalone,Action,,Unknown,VC,Other,Other,2007.0,NA,,,74.0,,Timed Exclusive,N/A,False
ActRaiser,Square Enix,Quintet,Standalone,Action,,Unknown,VC,Other,Other,2007.0,Other,,,74.0,,Timed Exclusive,N/A,False
ActRaiser,Square Enix,Quintet,Standalone,Action,,Unknown,VC,Other,Other,2007.0,PAL,,,74.0,,Timed Exclusive,N/A,False
ActRaiser 2,Enix,Quintet,Standalone,Platform,,Unknown,SNES,Nintendo,Home Console,1993.0,JP,,,75.0,,Exclusive,Pre-Split,False
ActRaiser 2,Enix,Quintet,Standalone,Platform,,Unknown,SNES,Nintendo,Home Console,1993.0,NA,,,75.0,,Exclusive,Pre-Split,False
ActRaiser 2,Enix,Quintet,Standalone,Platform,,Unknown,SNES,Nintendo,Home Console,1993.0,Other,,,75.0,,Exclusive,Pre-Split,False
ActRaiser 2,Enix,Quintet,Standalone,Platform,,Unknown,SNES,Nintendo,Home Console,1993.0,PAL,,,75.0,,Exclusive,Pre-Split,False
,Square Enix,"September 23, 2021",Standalone,,,,Dungeon Encounters,,,,,,,74.0,,Exclusive,,False
,Square Enix,"September 23, 2021",Standalone,,,,Final Fantasy IV Pixel Remaster,,,,,,,74.0,,Exclusive,,False
,Square Enix,"September 23, 2021",Standalone,,,,PS4,,,,,,,74.0,,Exclusive,,False
Actraiser Renaissance,Square Enix,Square Enix,Standalone,Action,,Unknown,Switch,Nintendo,Home Console,2021.0,JP,,,74.0,,Exclusive,Post-Merger,False
Actraiser Renaissance,Square Enix,Square Enix,Standalone,Action,,Unknown,Switch,Nintendo,Home Console,2021.0,NA,,,74.0,,Exclusive,Post-Merger,False
Actraiser Renaissance,Square Enix,Square Enix,Standalone,Action,,Unknown,Switch,Nintendo,Home Console,2021.0,Other,,,74.0,,Exclusive,Post-Merger,False
Actraiser Renaissance,Square Enix,Square Enix,Standalone,Action,,Unknown,Switch,Nintendo,Home Console,2021.0,PAL,,,74.0,,Exclusive,Post-Merger,False
Adventures of Mana,Square Enix,Square Enix,Mana,Role-Playing,Turn-Based RPG,Unknown,And,Other,Other,2016.0,JP,,,67.0,,Exclusive,N/A,False
Adventures of Mana,Square Enix,Square Enix,Mana,Role-Playing,Turn-Based RPG,Unknown,And,Other,Other,2016.0,NA,,,67.0,,Exclusive,N/A,False
Adventures of Mana,Square Enix,Square Enix,Mana,Role-Playing,Turn-Based RPG,Unknown,And,Other,Other,2016.0,Other,,,67.0,,Exclusive,N/A,False
Adventures of Mana,Square Enix,Square Enix,Mana,Role-Playing,Turn-Based RPG,Unknown,And,Other,Other,2016.0,PAL,,,67.0,,Exclusive,N/A,False
Adventures of Mana,Square Enix,Square Enix,Mana,Role-Playing,Turn-Based RPG,Unknown,PSV,Other,Other,2016.0,JP,,,67.0,,Exclusive,N/A,False
Adventures of Mana,Square Enix,Square Enix,Mana,Role-Playing,Turn-Based RPG,Unknown,PSV,Other,Other,2016.0,NA,,,67.0,,Exclusive,N/A,False
Adventures of Mana,Square Enix,Square Enix,Mana,Role-Playing,Turn-Based RPG,Unknown,PSV,Other,Other,2016.0,Other,,,67.0,,Exclusive,N/A,False
Adventures of Mana,Square Enix,Square Enix,Mana,Role-Playing,Turn-Based RPG,Unknown,PSV,Other,Other,2016.0,PAL,,,67.0,,Exclusive,N/A,False
Age of Hammer Wars,Square Enix,Dynamic Systems,Standalone,Action,,Unknown,PSN,Other,Other,2010.0,JP,,,,,Exclusive,N/A,False
Age of Hammer Wars,Square Enix,Dynamic Systems,Standalone,Action,,Unknown,PSN,Other,Other,2010.0,NA,,,,,Exclusive,N/A,False
Age of Hammer Wars,Square Enix,Dynamic Systems,Standalone,Action,,Unknown,PSN,Other,Other,2010.0,Other,,,,,Exclusive,N/A,False
Age of Hammer Wars,Square Enix,Dynamic Systems,Standalone,Action,,Unknown,PSN,Other,Other,2010.0,PAL,,,,,Exclusive,N/A,False
Air Raid 3,Square Enix,Phoenix Games,Standalone,Shooter,,Unknown,PS2,PlayStation,Home Console,2007.0,JP,,,,,Exclusive,N/A,False
Air Raid 3,Square Enix,Phoenix Games,Standalone,Shooter,,Unknown,PS2,PlayStation,Home Console,2007.0,NA,,,,,Exclusive,N/A,False
Air Raid 3,Square Enix,Phoenix Games,Standalone,Shooter,,Unknown,PS2,PlayStation,Home Console,2007.0,Other,,,,,Exclusive,N/A,False
Air Raid 3,Square Enix,Phoenix Games,Standalone,Shooter,,Unknown,PS2,PlayStation,Home Console,2007.0,PAL,,,,,Exclusive,N/A,False
,Squaresoft,Micro Cabin,Standalone,,,,Family Computer Disk System,,,,,,,,,Multiplatform,,False
Alcahest,Squaresoft,HAL Laboratory,Standalone,Role-Playing,,Unknown,SNES,Nintendo,Home Console,1993.0,JP,,,,,Exclusive,Pre-Split,False
Alcahest,Squaresoft,HAL Laboratory,Standalone,Role-Playing,,Unknown,SNES,Nintendo,Home Console,1993.0,NA,,,,,Exclusive,Pre-Split,False
Alcahest,Squaresoft,HAL Laboratory,Standalone,Role-Playing,,Unknown,SNES,Nintendo,Home Console,1993.0,Other,,,,,Exclusive,Pre-Split,False
Alcahest,Squaresoft,HAL Laboratory,Standalone,Role-Playing,,Unknown,SNES,Nintendo,Home Console,1993.0,PAL,,,,,Exclusive,Pre-Split,False
,Squaresoft,Square,Standalone,,,,PC-8801; PC-9801; MSX ; Family Computer Disk System (unreleased),,,,,,,,,Multiplatform,,False
All Star Action,Enix,Mere Mortals,Standalone,Misc,,Unknown,PS1,PlayStation,Home Console,2003.0,JP,,,,,Exclusive,N/A,False
All Star Action,Enix,Mere Mortals,Standalone,Misc,,Unknown,PS1,PlayStation,Home Console,2003.0,NA,,,,,Exclusive,N/A,False
All Star Action,Enix,Mere Mortals,Standalone,Misc,,Unknown,PS1,PlayStation,Home Console,2003.0,Other,,,,,Exclusive,N/A,False
All Star Action,Enix,Mere Mortals,Standalone,Misc,,Unknown,PS1,PlayStation,Home Console,2003.0,PAL,,,,,Exclusive,N/A,False
All Star Pro-Wrestling,Squaresoft,SquareSoft,Standalone,Fighting,,Unknown,PS2,PlayStation,Home Console,2000.0,JP,0.2,,,,Exclusive,N/A,True
All Star Pro-Wrestling,Squaresoft,SquareSoft,Standalone,Fighting,,Unknown,PS2,PlayStation,Home Console,2000.0,NA,,,,,Exclusive,N/A,True
All Star Pro-Wrestling,Squaresoft,SquareSoft,Standalone,Fighting,,Unknown,PS2,PlayStation,Home Console,2000.0,Other,,,,,Exclusive,N/A,True
All Star Pro-Wrestling,Squaresoft,SquareSoft,Standalone,Fighting,,Unknown,PS2,PlayStation,Home Console,2000.0,PAL,,,,,Exclusive,N/A,True
,Squaresoft,Square,Standalone,,,,PS2,,,,,,,,,Multiplatform,,False
,Square Enix,Square Enix,Standalone,,,,PS2,,,,,,,,,Multiplatform,,False
All Star Watersports,Enix,Phoenix Games,Standalone,Sports,,Unknown,PS1,PlayStation,Home Console,2003.0,JP,,,,,Exclusive,N/A,False
All Star Watersports,Enix,Phoenix Games,Standalone,Sports,,Unknown,PS1,PlayStation,Home Console,2003.0,NA,,,,,Exclusive,N/A,False
All Star Watersports,Enix,Phoenix Games,Standalone,Sports,,Unknown,PS1,PlayStation,Home Console,2003.0,Other,,,,,Exclusive,N/A,False
All Star Watersports,Enix,Phoenix Games,Standalone,Sports,,Unknown,PS1,PlayStation,Home Console,2003.0,PAL,,,,,Exclusive,N/A,False
,Squaresoft,Square,Standalone,,,,PC-8801 ; PC-9801; X1; FM-7,,,,,,,,,Multiplatform,,False
American Mensa Academy,Square Enix,Unknown,Standalone,Misc,,Unknown,And,Other,Other,2014.0,JP,,,,,Multiplatform,N/A,False
American Mensa Academy,Square Enix,Unknown,Standalone,Misc,,Unknown,And,Other,Other,2014.0,NA,,,,,Multiplatform,N/A,False
American Mensa Academy,Square Enix,Unknown,Standalone,Misc,,Unknown,And,Other,Other,2014.0,Other,,,,,Multiplatform,N/A,False
American Mensa Academy,Square Enix,Unknown,Standalone,Misc,,Unknown,And,Other,Other,2014.0,PAL,,,,,Multiplatform,N/A,False
American Mensa Academy,Square Enix,Unknown,Standalone,Misc,,Unknown,PC,PC,PC,2012.0,JP,,,,,Multiplatform,N/A,False
American Mensa Academy,Square Enix,Unknown,Standalone,Misc,,Unknown,PC,PC,PC,2012.0,NA,,,,,Multiplatform,N/A,False
American Mensa Academy,Square Enix,Unknown,Standalone,Misc,,Unknown,PC,PC,PC,2012.0,Other,,,,,Multiplatform,N/A,False
American Mensa Academy,Square Enix,Unknown,Standalone,Misc,,Unknown,PC,PC,PC,2012.0,PAL,,,,,Multiplatform,N/A,False
American Mensa Academy,Square Enix,Unknown,Standalone,Misc,,Unknown,PS3,PlayStation,Home Console,2013.0,JP,,,,,Multiplatform,N/A,False
American Mensa Academy,Square Enix,Unknown,Standalone,Misc,,Unknown,PS3,PlayStation,Home Console,2013.0,NA,,,,,Multiplatform,N/A,False
American Mensa Academy,Square Enix,Unknown,Standalone,Misc,,Unknown,PS3,PlayStation,Home Console,2013.0,Other,,,,,Multiplatform,N/A,False
American Mensa Academy,Square Enix,Unknown,Standalone,Misc,,Unknown,PS3,PlayStation,Home Console,2013.0,PAL,,,,,Multiplatform,N/A,False
American Mensa Academy,Square Enix,Unknown,Standalone,Misc,,Unknown,Xbox 360,Microsoft,Home Console,2012.0,JP,,,,,Multiplatform,N/A,False
American Mensa Academy,Square Enix,Unknown,Standalone,Misc,,Unknown,Xbox 360,Microsoft,Home Console,2012.0,NA,,,,,Multiplatform,N/A,False
American Mensa Academy,Square Enix,Unknown,Standalone,Misc,,Unknown,Xbox 360,Microsoft,Home Console,2012.0,Other,,,,,Multiplatform,N/A,False
American Mensa Academy,Square Enix,Unknown,Standalone,Misc,,Unknown,Xbox 360,Microsoft,Home Console,2012.0,PAL,,,,,Multiplatform,N/A,False
Animal Football,Enix,Phoenix Games,Standalone,Sports,,Unknown,PS1,PlayStation,Home Console,2003.0,JP,,,,,Exclusive,N/A,False
Animal Football,Enix,Phoenix Games,Standalone,Sports,,Unknown,PS1,PlayStation,Home Console,2003.0,NA,,,,,Exclusive,N/A,False
Animal Football,Enix,Phoenix Games,Standalone,Sports,,Unknown,PS1,PlayStation,Home Console,2003.0,Other,,,,,Exclusive,N/A,False
Animal Football,Enix,Phoenix Games,Standalone,Sports,,Unknown,PS1,PlayStation,Home Console,2003.0,PAL,,,,,Exclusive,N/A,False
Another Mind,Squaresoft,SquareSoft,Standalone,Adventure,,Unknown,PS1,PlayStation,Home Console,1998.0,JP,,,,,Exclusive,N/A,False
Another Mind,Squaresoft,SquareSoft,Standalone,Adventure,,Unknown,PS1,PlayStation,Home Console,1998.0,NA,,,,,Exclusive,N/A,False
Another Mind,Squaresoft,SquareSoft,Standalone,Adventure,,Unknown,PS1,PlayStation,Home Console,1998.0,Other,,,,,Exclusive,N/A,False
Another Mind,Squaresoft,SquareSoft,Standalone,Adventure,,Unknown,PS1,PlayStation,Home Console,1998.0,PAL,,,,,Exclusive,N/A,False
,Squaresoft,Square,Standalone,,,,Family Computer Disk System,,,,,,,,,Multiplatform,,False
Arkanoid DS,Square Enix,Taito Corporation,Standalone,Puzzle,,Unknown,DS,Nintendo,Handheld,2008.0,JP,,,,,Exclusive,Post-Merger,False
Arkanoid DS,Square Enix,Taito Corporation,Standalone,Puzzle,,Unknown,DS,Nintendo,Handheld,2008.0,NA,0.06,,,,Exclusive,Post-Merger,False
Arkanoid DS,Square Enix,Taito Corporation,Standalone,Puzzle,,Unknown,DS,Nintendo,Handheld,2008.0,Other,0.0,,,,Exclusive,Post-Merger,False
Arkanoid DS,Square Enix,Taito Corporation,Standalone,Puzzle,,Unknown,DS,Nintendo,Handheld,2008.0,PAL,0.0,,,,Exclusive,Post-Merger,False
Army Corps of Hell,Square Enix,"Entersphere, Inc.",Standalone,Action,,Unknown,PSV,Other,Other,2012.0,JP,,,,,Exclusive,N/A,False
Army Corps of Hell,Square Enix,"Entersphere, Inc.",Standalone,Action,,Unknown,PSV,Other,Other,2012.0,NA,,,,,Exclusive,N/A,False
Army Corps of Hell,Square Enix,"Entersphere, Inc.",Standalone,Action,,Unknown,PSV,Other,Other,2012.0,Other,,,,,Exclusive,N/A,False
Army Corps of Hell,Square Enix,"Entersphere, Inc.",Standalone,Action,,Unknown,PSV,Other,Other,2012.0,PAL,,,,,Exclusive,N/A,False
"Astro Junk: It’s Space, Garbage and Rapid Fire Fun",Square Enix,Unknown,Standalone,Misc,,Unknown,And,Other,Other,2013.0,JP,,,,,Exclusive,N/A,False
"Astro Junk: It’s Space, Garbage and Rapid Fire Fun",Square Enix,Unknown,Standalone,Misc,,Unknown,And,Other,Other,2013.0,NA,,,,,Exclusive,N/A,False
"Astro Junk: It’s Space, Garbage and Rapid Fire Fun",Square Enix,Unknown,Standalone,Misc,,Unknown,And,Other,Other,2013.0,Other,,,,,Exclusive,N/A,False
"Astro Junk: It’s Space, Garbage and Rapid Fire Fun",Square Enix,Unknown,Standalone,Misc,,Unknown,And,Other,Other,2013.0,PAL,,,,,Exclusive,N/A,False
Astronoka,Enix,Enix Corporation,Standalone,Strategy,,Unknown,PS1,PlayStation,Home Console,1998.0,JP,,,,,Exclusive,N/A,False
Astronoka,Enix,Enix Corporation,Standalone,Strategy,,Unknown,PS1,PlayStation,Home Console,1998.0,NA,,,,,Exclusive,N/A,False
Astronoka,Enix,Enix Corporation,Standalone,Strategy,,Unknown,PS1,PlayStation,Home Console,1998.0,Other,,,,,Exclusive,N/A,False
Astronoka,Enix,Enix Corporation,Standalone,Strategy,,Unknown,PS1,PlayStation,Home Console,1998.0,PAL,,,,,Exclusive,N/A,False
,Enix,MuuMuu / System Sacom,Standalone,,,,PS1,,,,,,,,,Multiplatform,,False
Atlantis: The Lost Continent,Enix,The Code Monkeys,Standalone,Puzzle,,Unknown,PS1,PlayStation,Home Console,2003.0,JP,,,,,Exclusive,N/A,False
Atlantis: The Lost Continent,Enix,The Code Monkeys,Standalone,Puzzle,,Unknown,PS1,PlayStation,Home Console,2003.0,NA,,,,,Exclusive,N/A,False
Atlantis: The Lost Continent,Enix,The Code Monkeys,Standalone,Puzzle,,Unknown,PS1,PlayStation,Home Console,2003.0,Other,,,,,Exclusive,N/A,False
Atlantis: The Lost Continent,Enix,The Code Monkeys,Standalone,Puzzle,,Unknown,PS1,PlayStation,Home Console,2003.0,PAL,,,,,Exclusive,N/A,False
,Square Enix,"March 3, 2022",Standalone,,,,Final Fantasy VI Pixel Remaster,,,,,,,43.0,,Multiplatform,,False
Babylon's Fall,Square Enix,PlatinumGames,Standalone,Action-Adventure,,Unknown,PC,PC,PC,2022.0,JP,,,43.0,,Multiplatform,N/A,False
Babylon's Fall,Square Enix,PlatinumGames,Standalone,Action-Adventure,,Unknown,PC,PC,PC,2022.0,NA,,,43.0,,Multiplatform,N/A,False
Babylon's Fall,Square Enix,PlatinumGames,Standalone,Action-Adventure,,Unknown,PC,PC,PC,2022.0,Other,,,43.0,,Multiplatform,N/A,False
Babylon's Fall,Square Enix,PlatinumGames,Standalone,Action-Adventure,,Unknown,PC,PC,PC,2022.0,PAL,,,43.0,,Multiplatform,N/A,False
Babylon's Fall,Square Enix,PlatinumGames,Standalone,Action-Adventure,,Unknown,PS4,PlayStation,Home Console,2022.0,JP,,,43.0,,Multiplatform,N/A,False
Babylon's Fall,Square Enix,PlatinumGames,Standalone,Action-Adventure,,Unknown,PS4,PlayStation,Home Console,2022.0,NA,,,43.0,,Multiplatform,N/A,False
Babylon's Fall,Square Enix,PlatinumGames,Standalone,Action-Adventure,,Unknown,PS4,PlayStation,Home Console,2022.0,Other,,,43.0,,Multiplatform,N/A,False
Babylon's Fall,Square Enix,PlatinumGames,Standalone,Action-Adventure,,Unknown,PS4,PlayStation,Home Console,2022.0,PAL,,,43.0,,Multiplatform,N/A,False
Babylon's Fall,Square Enix,PlatinumGames,Standalone,Action-Adventure,,Unknown,PS5,PlayStation,Home Console,2022.0,JP,,,43.0,,Multiplatform,N/A,False
Babylon's Fall,Square Enix,PlatinumGames,Standalone,Action-Adventure,,Unknown,PS5,PlayStation,Home Console,2022.0,NA,,,43.0,,Multiplatform,N/A,False
Babylon's Fall,Square Enix,PlatinumGames,Standalone,Action-Adventure,,Unknown,PS5,PlayStation,Home Console,2022.0,Other,,,43.0,,Multiplatform,N/A,False
Babylon's Fall,Square Enix,PlatinumGames,Standalone,Action-Adventure,,Unknown,PS5,PlayStation,Home Console,2022.0,PAL,,,43.0,,Multiplatform,N/A,False
,Square Enix,"March 3, 2022",Standalone,,,,Triangle Strategy,,,,,,,43.0,,Multiplatform,,False
Backgammon,Enix,Altron,Standalone,Misc,,Unknown,PS1,PlayStation,Home Console,2003.0,JP,,,,,Exclusive,N/A,False
Backgammon,Enix,Altron,Standalone,Misc,,Unknown,PS1,PlayStation,Home Console,2003.0,NA,,,,,Exclusive,N/A,False
Backgammon,Enix,Altron,Standalone,Misc,,Unknown,PS1,PlayStation,Home Console,2003.0,Other,,,,,Exclusive,N/A,False
Backgammon,Enix,Altron,Standalone,Misc,,Unknown,PS1,PlayStation,Home Console,2003.0,PAL,,,,,Exclusive,N/A,False
Bahamut Lagoon,Squaresoft,SquareSoft,Standalone,Role-Playing,,Unknown,SNES,Nintendo,Home Console,1996.0,JP,0.62,,,,Timed Exclusive,Pre-Split,True
Bahamut Lagoon,Squaresoft,SquareSoft,Standalone,Role-Playing,,Unknown,SNES,Nintendo,Home Console,1996.0,NA,,,,,Timed Exclusive,Pre-Split,True
Bahamut Lagoon,Squaresoft,SquareSoft,Standalone,Role-Playing,,Unknown,SNES,Nintendo,Home Console,1996.0,Other,,,,,Timed Exclusive,Pre-Split,True
Bahamut Lagoon,Squaresoft,SquareSoft,Standalone,Role-Playing,,Unknown,SNES,Nintendo,Home Console,1996.0,PAL,,,,,Timed Exclusive,Pre-Split,True
Bahamut Lagoon,Square Enix,SquareSoft,Standalone,Role-Playing,,Unknown,VC,Other,Other,2009.0,JP,,,,,Timed Exclusive,N/A,True
